2	6	51.83	51.82	0.01	0.02%	Multi Color Baseball & Snapback Hat For Men
2	7	28.39	28.38	0.01	0.04%	Gym Training Sports Fitness Weightlifting Wrist Wrap Gloves (L,black/blue)
3	19	40.74	40.73	0.01	0.02%	Brown Cowboy Hat For Men
4	12	33.78	33.76	0.02	0.06%	Sand Beach Mesh Storage Bag For Kids Summer Beach Shell Toys Clothes Tote Bags
4	16	17.98	17.97	0.01	0.06%	Gear S3 Frontier/Classic Watch Band Soft Silicone Man Watch Replacement Bracelet Strap for Samsung Gear S3
5	5	43.96	43.95	0.01	0.02%	Silicone Baby Teether Pacifier Glove Natural Thumb Sound Teething Chewable Nursing Beads Child Give Up Sucking Fingers
7	2	22.2	22.0	0.2	0.9%	Cartoon Baby Toys 0-12 Months Soft Animal Baby Rattles Wrist Strap Baby Foot Socks
18	16	21.8	21.79	0.01	0.05%	Wayfarer Sunglasses For Women, Clear
2018-08-16 13:32:55	2	9	60.75	60.74	0.01	0.02%	Cat Dog Toilet Training Device
2018-08-16 13:33:01	3	7	42.0	41.99	0.01	0.02%	Educational Toy Math for children ,Multi Color
2018-08-16 13:53:27	2	8	21.96	21.95	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 13:53:57	8	18	57.87	57.86	0.01	0.02%	Kemei KM-2209 Professional Electronic Hair Straightener Hair Curler 2 in 1 Irons 90W Hairstyling Portable Flat Straightening Corrugated Curling Styling Tools EU Plug
2018-08-16 14:24:17	1	5	21.95	21.94	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 14:32:53	1	1	21.94	21.93	0.01	0.05%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 14:32:54	1	10	31.19	31.18	0.01	0.03%	Ice Ball Maker Mold 4.5cm Spheres Essential Silicone Round Ice Ball Sphere Maker Molds
2018-08-16 14:58:11	2	20	34.45	34.4	0.05	0.15%	Wooden FIshing Sets Educational Toys
2018-08-16 15:16:41	6	14	84.6	84.59	0.01	0.01%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-16 15:37:29	1	9	21.93	21.9	0.03	0.14%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-16 15:37:38	3	4	51.6	51.5	0.1	0.19%	Multi Color Baseball & Snapback Hat For Men
2018-08-16 15:44:22	12	8	31.5	31.2	0.3	0.95%	Brown Straw Cowboy Hat For Men
2018-08-16 16:34:35	1	1	31.2	31.1	0.1	0.32%	Brown Straw Cowboy Hat For Men
2018-08-16 16:43:08	7	8	36.92	36.89	0.03	0.08%	Grip Suction Mount Handle
2018-08-16 16:56:07	3	2	35.85	35.84	0.01	0.03%	White Cowboy Hat For Kids
2018-08-16 17:30:30	6	7	90.29	90.28	0.01	0.01%	Funny Skeleton Coin Bank Moneybox
2018-08-16 17:36:11	3	10	44.96	44.95	0.01	0.02%	Pokemon Mega Charizard Large Plush Toys
2018-08-16 22:16:38	1	19	37.84	37.83	0.01	0.03%	Premium Flexible Silicone Round Spheres Ice Tray- Molds 4 X 4.5cm Round Ice Ball Spheres
2018-08-16 22:49:57	1	19	31.17	31.16	0.01	0.03%	Ice Ball Maker Mold 4.5cm Spheres Essential Silicone Round Ice Ball Sphere Maker Molds
2018-08-17 10:26:10	4	8	27.0	26.99	0.01	0.04%	Men leather videng polo brand casual travel messenger bag small cross body business handbag Black
2018-08-17 10:26:24	7	9	43.94	43.9	0.04	0.09%	Silicone Baby Teether Pacifier Glove Natural Thumb Sound Teething Chewable Nursing Beads Child Give Up Sucking Fingers
2018-08-17 10:27:21	18	16	38.99	38.9	0.09	0.23%	8 pcs Jurassic Park World Dinosaur Puzzle toy building blocks toys for children
2018-08-17 10:27:26	19	13	97.38	97.37	0.01	0.01%	New style Beach Toys Deluxe Playset for Kids 12 pcs Large Dump Truck Sand Shovel Set
2018-08-17 10:30:42	12	19	85.0	84.9	0.1	0.12%	Funky Men Earring Magnet Clip with Superman Printed Single Piece
2018-08-19 14:21:40	2724464707777	1	10	62.07	62.06	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 70x100cm, With Suction Pump, Pack Of 6
2018-08-19 14:21:57	2724464708446	1	11	41.75	41.74	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-19 14:22:14	2724464708057	1	12	57.87	57.86	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 50x70cm, With Suction Pump, Pack Of 6
2018-08-19 14:22:29	2724339392596	1	13	34.31	34.3	0.0	0.0%	MEN BRACELETS STAINLESS STEEL HEALTH POWER ENERGY GERMANIUM MAGNETIC STONE
2018-08-19 14:22:47	2724337980559	1	14	27.52	27.51	0.0	0.0%	PK-807 Fashionable Stainless Steel with Skeleton Skull Pendant Necklace for Men
2018-08-19 14:23:03	2724330646087	1	15	37.8	37.79	0.0	0.0%	Baby sliding closet door window lock
2018-08-19 14:23:19	2724332721140	1	16	47.98	47.97	0.0	0.0%	Leather Instax Mini 8/8 Camera Case Bag Protector For Fujifilm Polaroid Bohemia
2018-08-19 14:23:35	2724467416225	1	17	115.88	115.87	0.0	0.0%	Laptop Carry Case Bag For 13 MacBook Pro Retina 13 MacBook Air (Light Green)
2018-08-19 14:23:50	2724341621523	1	18	42.93	42.92	0.0	0.0%	Mermaid Pillow Case, Play Tailor Magic Reversible Sequins Pillow Cover Throw Cushion Case 39x39CM, off-white and Gold
2018-08-19 14:24:07	2724463957425	1	19	38.98	38.97	0.0	0.0%	Pillow Cover Cotton Sofa Decor Throw Pillowcase Sham Decor Cushion Cover
2018-08-19 14:24:24	2724450014667	1	20	35.39	35.38	0.0	0.0%	Metal set auger black belt drill masquerade half a face mask, wrought iron
2018-08-19 14:24:43	2724463957036	2	1	47.98	47.97	0.0	0.0%	Sofa Decorative Pillowcase Cover
2018-08-19 14:24:58	2724464158791	2	2	39.97	39.96	0.0	0.0%	Printed Pillow Case Square Pillowslip Back Decorative Pillowcases Cover
2018-08-19 14:25:12	2724445977670	2	3	38.98	38.97	0.0	0.0%	Sofa Decorative Pillowcase Cover
2018-08-19 14:25:31	2724463959573	2	4	38.98	38.97	0.0	0.0%	Home Car Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:25:49	2724538946330	2	5	66.34	66.33	0.0	0.0%	Book Design Earring Organizer
2018-08-19 14:26:19	2724464161555	2	7	38.98	38.97	0.0	0.0%	Home Car Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:26:35	2724341624098	2	8	22.98	22.97	0.0	0.0%	Mermaid Pillow Case, Play Tailor Magic Reversible Sequins Pillow Cover Throw Cushion Case 39x39CM - Multi Colour White and White
2018-08-19 14:26:54	2724340212678	2	9	19.97	19.96	0.0	0.0%	Mermaid Pillow Case, Play Tailor Magic Reversible Sequins Pillow Cover Throw Cushion Case 40x40CM
2018-08-19 14:27:11	2724464159583	2	10	38.98	38.97	0.0	0.0%	Sofa Decorative Pillowcase Cover
2018-08-19 14:27:42	2724445978554	2	11	48.98	48.97	0.0	0.0%	Decorative Pillowcase Cover
2018-08-19 14:27:58	2724464160329	2	12	68.98	68.97	0.0	0.0%	Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:28:13	2724488403662	2	13	36.99	36.98	0.0	0.0%	Fabric Clothing Laundry Storage Basket Bag
2018-08-19 14:28:28	2724445982407	2	14	48.98	48.97	0.0	0.0%	Cotton Pillow Cushion Pillowcase
2018-08-19 14:28:45	2724445996909	2	15	48.98	48.97	0.0	0.0%	Cotton Pillow Cushion Pillowcase
2018-08-19 14:29:00	2724468859960	2	16	39.77	39.76	0.0	0.0%	Medium Brown Cowboy Hat For Men
2018-08-19 14:29:16	2724470472034	2	17	40.52	40.51	0.0	0.0%	Brown Cowboy Hat For Men
2018-08-19 14:29:32	2724454538275	2	18	84.49	84.48	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-19 14:29:46	2724330742086	2	19	41.78	41.77	0.0	0.0%	Educational Toy Math for children ,Multi Color
2018-08-19 14:30:01	2724445978967	2	20	48.98	48.97	0.0	0.0%	Decorative Pillowcase Cover
2018-08-19 14:30:19	2724445996978	3	1	48.98	48.97	0.0	0.0%	Pillow Cover Cotton Sofa Decor Throw Pillowcase Sham Decor Cushion Cover
2018-08-19 14:30:38	2724445976383	3	2	48.98	48.97	0.0	0.0%	Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:30:52	2724445979162	3	3	48.98	48.97	0.0	0.0%	Cotton Pillow Cushion Pillowcase
2018-08-19 14:31:08	2724462829495	3	4	97.77	97.76	0.0	0.0%	Medicine Pill Jewelry Storage Organizer Box Plastic Adjustable Tablet Container Drug Storage Box
2018-08-19 14:31:26	2724448719987	3	5	35.72	35.71	0.0	0.0%	White Cowboy Hat For Kids
2018-08-19 14:33:04	2724463958323	3	11	31.99	31.98	0.0	0.0%	Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:34:34	2724442785537	3	17	48.99	48.98	0.0	0.0%	Home Car Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:34:52	2724464455937	3	18	38.99	38.98	0.0	0.0%	Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:37:35	2724464458457	4	9	48.99	48.98	0.0	0.0%	Home Car Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:40:37	2724455510171	5	1	43.2	43.19	0.0	0.0%	Newborn Baby Aviator Handmade Crochet Knitted Photography Props Outfit
2018-08-19 14:40:54	2724322103994	5	2	125.72	125.71	0.0	0.0%	Fashion Animal Hoodies 3D Sweatshirts Outerwear Harajuku Rainbow Women Sportswear
2018-08-19 14:45:01	2724464160190	5	16	37.98	37.97	0.0	0.0%	Bed Sofa Decorative Pillow Case Cushion Cover
2018-08-19 14:47:04	2724464159453	6	3	47.99	47.98	0.0	0.0%	Cotton Pillow Cushion Pillowcase
2018-08-19 14:50:05	2724312913787	6	13	32.57	32.56	0.0	0.0%	Pockets Credit Card Holder Dull Clutch Bifold Mens Coin Purse Wallet
2018-08-19 14:50:41	2724353579089	6	15	15.91	15.9	0.0	0.0%	Silicon Sports Bracelet Strap Band for Apple Watch Series 2 / 1 42MM blue
2018-08-19 14:51:23	2724336739684	6	16	30.89	30.88	0.0	0.0%	Brown Straw Cowboy Hat For Men
2018-08-19 14:51:44	2724599683472	6	17	112.77	112.75	0.01	0.0%	Waterproof Cute 3D Spiderman Children Backpacks Baby School Bags For Boys Cartoon Backpack Kids -xx
2018-08-19 14:52:09	2724339076670	6	18	166.99	166.98	0.0	0.0%	Multi Color Polyester Round Neck Hoodie & Sweatshirt For Unisex
2018-08-19 14:52:24	2724339655936	6	19	33.97	33.96	0.0	0.0%	Storage Travel Carrying Hard Case Protective bag Pouch for Nintendo New 3DS XL/LL 3DSXL/3DSLL Protector Store Box
2018-08-19 14:52:41	2724336487257	6	20	64.78	64.77	0.0	0.0%	White Cotton V Neck Hoodie & Sweatshirt For Girls
2018-08-19 14:53:01	2724465113195	7	1	19.84	19.83	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-19 14:53:18	2724456533629	7	2	79.75	79.74	0.0	0.0%	Retro European Classic Fashion Leisure Long Style Business style Genuine Leather Wallet for men
2018-08-19 14:53:41	2724446347915	7	3	68.99	68.98	0.0	0.0%	Deadpool movable model
2018-08-19 14:54:19	2724462942781	7	4	74.94	74.93	0.0	0.0%	15 Hooks Stainless Steel Coat Robe Hat Clothes Wall Mount Hook Hanger Towel Rack
2018-08-19 14:54:54	2724318915150	7	5	15.95	15.94	0.0	0.0%	Europe style sunglasses summer Fashion steampunk round glaasses Clamshell Eyeglasses
2018-08-19 14:55:14	2724464115855	7	6	51.38	51.37	0.0	0.0%	Multi Color Baseball & Snapback Hat For Men
2018-08-19 14:55:31	2724343433704	7	7	60.62	60.61	0.0	0.0%	Cat Dog Toilet Training Device
2018-08-19 14:55:49	2724278416254	7	8	10.49	10.48	0.0	0.0%	10 x Wearable Salon DIY Nail Acrylic UV Gel Polish Remover Soak Soakers Cap Tool
2018-08-19 14:56:06	2724527085026	7	9	72.79	72.77	0.01	0.0%	Metal Practice Butterfly Style Knife Trainer Tool H007
2018-08-19 14:56:23	2724457405758	7	10	63.86	63.85	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-19 14:56:41	2724537143068	7	11	67.66	67.64	0.01	0.0%	Cat Kitty Toilet Potty Training Seat Litter Trainer Tray Kit - Blue/White
2018-08-19 14:56:58	2724542393960	7	12	68.87	68.86	0.0	0.0%	AmanStino Dog Sweethearts Suspenders
2018-08-19 14:57:16	2724542392895	7	13	68.87	68.86	0.0	0.0%	AmanStino Wacky Stitch Pet Apparel
2018-08-19 14:57:36	2724542391935	7	14	68.87	68.86	0.0	0.0%	AmanStino Fair Maiden Dress Pet Apparel
2018-08-19 14:58:10	2724542394653	7	15	68.87	68.86	0.0	0.0%	AmanStino Solid Yellow Pet Apparel
2018-08-19 14:58:28	2724555297521	7	16	42.97	42.96	0.0	0.0%	PIR Motion Sensor 3.28ft LED Strip Light Rope,LNGOOR DIY Night Lights Flexible Closet Light 60 LEDs for Wardrobe Cabinet Hallway Cupord Stairs Car
2018-08-19 14:58:46	2724442893287	7	17	68.43	68.42	0.0	0.0%	15 Hooks Stainless Steel Coat Robe Hat Clothes Wall Mount Hook Hanger Towel Rack
2018-08-19 14:59:03	2724443063092	7	18	39.97	39.96	0.0	0.0%	Cute minions shape hard PC child shoulder bag waterproof school bag toddler travel backpack
2018-08-19 14:59:22	2724342438304	7	19	96.97	96.96	0.0	0.0%	Baby Handprint and Footprint Frame Package - Baby Prints Photo Keepsake in White with Non-Toxic Ink Pad
2018-08-19 14:59:48	2724443200893	8	1	122.87	122.86	0.0	0.0%	Eyewear Storage Tray Display Case - 18 Slots Eyeglasses Sunglasses - 18.5 14.25 2.5 Inches
2018-08-19 15:00:05	2724488346310	8	2	29.97	29.96	0.0	0.0%	3 in 1 Digital Garden Soil Tester Moisture Themometer Sunlight Ph Meter Temperature Tester
2018-08-19 15:00:46	2724496116455	8	3	44.99	44.98	0.0	0.0%	Jinbaolai Black Leather For Men - Card & ID Cases
2018-08-19 15:01:07	2724304786719	8	4	26.46	26.45	0.0	0.0%	Bucket Hat Boonie Hunting Fishing Outdoor Cap
2018-08-19 15:05:56	2724457405758	1	14	63.85	63.84	0.0	0.0%	Non-contact Digital Laser Tachometer RPM Meter DT2234C tester Speed
2018-08-19 15:06:35	2724278416254	1	16	10.48	10.47	0.0	0.0%	10 x Wearable Salon DIY Nail Acrylic UV Gel Polish Remover Soak Soakers Cap Tool
2018-08-19 15:08:00	2724465113195	1	3	19.82	19.81	0.0	0.0%	Acquarium joyful accessory Luminous fish tank Landscaping Decoration Simulation fluorescent jellyfish floating soft jelly fish Imitation fish-voc,pink
2018-08-25 14:47:46	2724283640705	1	1	40.0	39.99	0.0	0.0%	Solar Power Cooling Fan for Outdoor Golf Baseball Hat Cap GH8557 Red
2018-08-25 14:48:00	2724327963166	1	2	55.5	55.49	0.0	0.0%	God of War III Ghost of Sparta Kratos action figure[SB0052]
2018-08-25 14:48:18	2724451492808	1	3	64.78	64.77	0.0	0.0%	Men Women Couples Eternal Love Double Rings Stainless Steel Pendant Necklace 0674
2018-08-25 14:48:32	2724443872847	1	4	109.84	109.83	0.0	0.0%	3D Printing Pen Crafting Drawing Arts Printer Modeling ABS Filament Colorful
2018-08-25 14:48:51	2724454709958	1	5	18.34	18.33	0.0	0.0%	Guitar Hanger Hook Holder Wall Mount Stand Rack Bracket Display Fits Most Guitar Bass Easy To Install Screws
2018-08-25 14:49:05	2724281623977	1	6	24.7	24.69	0.0	0.0%	T-style hand hold air deflation pump for Space Saver Saving Storage Bag Vacuum Seal Compressed Organizer GH9748
2018-08-25 14:49:23	2724312933846	1	7	42.48	42.47	0.0	0.0%	Lady wallet long litchi girl change purse hand phone package handbag
2018-08-25 14:49:39	2724340203423	1	8	59.98	59.97	0.0	0.0%	12 Set Carbon Steel Wood Carving Tools Knife Kit
2018-08-25 14:49:51	2724338127861	1	9	59.85	59.84	0.0	0.0%	Black Color Diy Elastic Rubber Band Ponytails with Steel Box 700 plus beige hello
2018-08-25 14:50:06	2724442975969	1	10	46.66	46.65	0.0	0.0%	baellerry Black Leather For Men - Zip Around Wallets
2018-08-25 14:50:17	2724475287145	1	11	13.0	12.99	0.0	0.0%	Cute Animal School Bus Pencil Case Canvas Storage Pencil Bag Office School Stationery Supply (Blue)
2018-08-25 14:50:38	2724342222934	1	12	15.99	15.98	0.0	0.0%	Cute Sleeping Baby Shape silicone Cake Mold 3D Fondant Bakeware Cake Baking Tools
2018-08-25 14:51:05	2724469432889	1	13	25.0	24.99	0.0	0.0%	Funny Pink Flamingos Shiny Glasses Birthday Costume Party Decorations Kids Photo Booth Props Festive Party Supplies Accessories
2018-08-25 14:51:42	2724458549116	1	14	58.43	58.42	0.0	0.0%	300 Cards Against Humanity: Green Box
2018-08-25 14:52:03	2724454522168	1	15	49.61	49.6	0.0	0.0%	Cards Against Humanity - Green Box
2018-08-25 14:52:20	2724454522007	1	16	36.74	36.73	0.0	0.0%	Cards Against Humanity - Red Box
2018-08-25 14:52:37	2724467019150	1	17	28.9	28.89	0.0	0.0%	Bike Bicycle Lift Ceiling Mounted Hoist Storage Garage Hanger Pulley Rack
2018-08-25 14:55:26	2724281623977	1	11	24.69	24.68	0.0	0.0%	T-style hand hold air deflation pump for Space Saver Saving Storage Bag Vacuum Seal Compressed Organizer GH9748
2018-08-25 14:55:39	2724454709958	1	12	18.33	18.32	0.0	0.0%	Guitar Hanger Hook Holder Wall Mount Stand Rack Bracket Display Fits Most Guitar Bass Easy To Install Screws
2018-08-25 14:55:50	2724443872847	1	13	109.83	109.82	0.0	0.0%	3D Printing Pen Crafting Drawing Arts Printer Modeling ABS Filament Colorful
2018-08-25 14:56:02	2724451492808	1	14	64.77	64.76	0.0	0.0%	Men Women Couples Eternal Love Double Rings Stainless Steel Pendant Necklace 0674
2018-08-25 14:56:15	2724327963166	1	15	55.49	55.48	0.0	0.0%	God of War III Ghost of Sparta Kratos action figure[SB0052]
2018-08-25 14:56:25	2724283640705	1	16	39.99	39.98	0.0	0.0%	Solar Power Cooling Fan for Outdoor Golf Baseball Hat Cap GH8557 Red
2018-08-25 14:56:37	2724454522168	1	17	49.6	49.59	0.0	0.0%	Cards Against Humanity - Green Box
2018-08-25 14:57:14	2724541659920	1	18	31.9	31.89	0.0	0.0%	Travel Cosmetic Bag Make up Bag zipper Drum Wash Bags Makeup Organizer Storage Bag
2018-08-25 14:57:17	2724457389683	1	19	39.56	39.54	0.01	0.0%	Display Headphone Stand Headset Holder Earphone Bracket Earbud Hanger Metal and Soft TUP for Headphone Black
2018-08-25 14:57:38	2724464707777	1	20	49.33	49.29	0.03	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 70x100cm, With Suction Pump, Pack Of 6
2018-08-25 15:00:12	2724454522007	1	12	36.73	36.72	0.0	0.0%	Cards Against Humanity - Red Box
2018-08-25 15:00:28	2724458549116	1	13	58.42	58.41	0.0	0.0%	300 Cards Against Humanity: Green Box
2018-08-25 15:01:55	2724338127861	1	18	59.84	59.83	0.0	0.0%	Black Color Diy Elastic Rubber Band Ponytails with Steel Box 700 plus beige hello
2018-08-25 15:02:25	2724340203423	1	19	59.97	59.96	0.0	0.0%	12 Set Carbon Steel Wood Carving Tools Knife Kit
2018-08-25 15:02:56	2724322103994	2	1	125.51	125.5	0.0	0.0%	Fashion Animal Hoodies 3D Sweatshirts Outerwear Harajuku Rainbow Women Sportswear
2018-08-25 15:04:14	2724448719987	1	2	35.56	35.55	0.0	0.0%	White Cowboy Hat For Kids
2018-08-25 15:04:56	2724441976448	1	5	55.0	54.99	0.0	0.0%	2-Way Shoe Stretcher Shoe Shaper For Women high heeled shoes
2018-08-25 15:05:30	2724342289975	1	6	38.8	38.79	0.0	0.0%	Anchor for Kayaks Canoes and Jet Skis Inflatable Boats Sail Boat Galvanized Steel 4 Foldable Jaw Marine Anchor
2018-08-25 15:05:51	2724342485100	1	7	28.0	27.99	0.0	0.0%	Soft Comfortable & Breathable Baby Nursing Cover for Breast Feeding Privacy Covers for Moms
2018-08-25 15:06:31	2724340165608	1	8	60.65	60.64	0.0	0.0%	Stroller Hooks -Multi-Purpose - Hanger for Baby Diaper Bags or Groceries, Pack of 2,Black
2018-08-25 15:06:56	2724454538275	1	9	79.89	79.88	0.0	0.0%	Head bed baby nursing breastfeeding u shape pillow - Panda Pattern
2018-08-25 15:07:10	2724443567125	1	10	21.99	21.98	0.0	0.0%	Stop Thumbsucking Baby teethers Thumb gloves teether Prevent the baby finger bite
2018-08-25 15:07:24	2724464708446	1	11	40.83	40.82	0.0	0.0%	Vacuum Space Saver Reusable Sealer Storage Bags 60x80cm, With Suction Pump, Pack Of 6
2018-08-25 15:08:06	2724457389683	1	15	39.54	39.52	0.01	0.0%	Display Headphone Stand Headset Holder Earphone Bracket Earbud Hanger Metal and Soft TUP for Headphone Black
2018-08-25 15:08:28	2724454522168	1	17	49.59	49.58	0.0	0.0%	Cards Against Humanity - Green Box
2018-08-25 15:08:55	2724327963166	1	19	55.48	55.47	0.0	0.0%	God of War III Ghost of Sparta Kratos action figure[SB0052]
2018-08-25 15:09:10	2724451492808	1	20	64.76	64.75	0.0	0.0%	Men Women Couples Eternal Love Double Rings Stainless Steel Pendant Necklace 0674
2018-08-25 15:09:30	2724456545684	2	1	21.5	21.49	0.0	0.0%	Best Friends Gift Necklaces Set of 2 Forever Love Heart Diamond Pendent Friendship Necklaces Set
2018-08-25 15:09:46	2724462829495	2	2	92.0	91.99	0.0	0.0%	Medicine Pill Jewelry Storage Organizer Box Plastic Adjustable Tablet Container Drug Storage Box
2018-08-25 15:10:09	2724340544519	2	3	149.1	149.09	0.0	0.0%	Multi Color Mixed Mixed Neck Hoodie & Sweatshirt For Unisex
2018-08-25 15:10:21	2724443872847	2	4	109.82	109.81	0.0	0.0%	3D Printing Pen Crafting Drawing Arts Printer Modeling ABS Filament Colorful
2018-08-25 15:10:32	2724454709958	2	5	18.32	18.31	0.0	0.0%	Guitar Hanger Hook Holder Wall Mount Stand Rack Bracket Display Fits Most Guitar Bass Easy To Install Screws
2018-08-25 15:10:46	2724281623977	2	6	24.68	24.67	0.0	0.0%	T-style hand hold air deflation pump for Space Saver Saving Storage Bag Vacuum Seal Compressed Organizer GH9748
2018-08-25 15:11:25	2724342222934	2	9	15.98	15.97	0.0	0.0%	Cute Sleeping Baby Shape silicone Cake Mold 3D Fondant Bakeware Cake Baking Tools
2018-08-25 15:14:17	2724448412130	1	8	164.89	164.88	0.0	0.0%	Unisex Outdoors Travel Backpack Large Capacity Camping bag
2018-08-25 15:16:58	2724342289975	1	20	38.79	38.78	0.0	0.0%	Anchor for Kayaks Canoes and Jet Skis Inflatable Boats Sail Boat Galvanized Steel 4 Foldable Jaw Marine Anchor
2018-08-25 15:17:34	2724448719987	2	3	35.55	35.54	0.0	0.0%	White Cowboy Hat For Kids
2018-08-25 15:17:47	2724322103994	2	4	125.5	125.49	0.0	0.0%	Fashion Animal Hoodies 3D Sweatshirts Outerwear Harajuku Rainbow Women Sportswear
2018-08-25 15:17:58	2724340203423	2	5	59.96	59.95	0.0	0.0%	12 Set Carbon Steel Wood Carving Tools Knife Kit
2018-08-25 15:18:10	2724338127861	2	6	59.83	59.82	0.0	0.0%	Black Color Diy Elastic Rubber Band Ponytails with Steel Box 700 plus beige hello
2018-08-25 15:18:35	2724454522007	2	8	36.72	36.71	0.0	0.0%	Cards Against Humanity - Red Box
2018-08-25 15:18:56	2724467019150	2	10	28.89	28.88	0.0	0.0%	Bike Bicycle Lift Ceiling Mounted Hoist Storage Garage Hanger Pulley Rack
2018-08-25 16:56:09	2724447637084	10.27	10.26	0.0	0.0%	1	10.27	0.1
2018-08-25 16:56:21	2724447983792	3.31	3.3	0.0	0.0%	1	3.31	0.3
2018-08-25 16:56:42	2724444759055	5.05	5.04	0.0	0.0%	1	5.05	0.2
2018-08-25 16:57:03	2724291317583	36.95	36.94	0.0	0.0%	1	36.95	0.03
2018-08-25 16:57:16	2724338159534	50.0	49.99	0.0	0.0%	1	50.0	0.02
2018-08-25 16:57:29	2724342567936	39.9	39.89	0.0	0.0%	1	39.9	0.03
2018-08-25 16:57:49	2724323014268	54.97	54.96	0.0	0.0%	1	54.97	0.02
2018-08-25 16:58:14	2724320844431	29.93	29.92	0.0	0.0%	1	29.93	0.03
2018-08-25 16:58:40	2724456506500	24.97	24.96	0.0	0.0%	1	24.97	0.04
2018-08-25 16:58:53	2724320844257	54.0	53.99	0.0	0.0%	1	54.0	0.02
2018-08-25 16:59:05	2724444113864	30.76	30.75	0.0	0.0%	1	30.76	0.03
2018-08-25 16:59:17	2724340148656	54.2	54.19	0.0	0.0%	1	54.2	0.02
2018-08-25 16:59:37	2724462628456	83.09	83.05	0.03	0.0%	1	83.09	0.05
2018-08-25 16:59:52	2724332166408	14.8	14.79	0.0	0.0%	1	14.8	0.07
2018-08-25 17:00:12	2724465113195	13.95	13.94	0.0	0.0%	1	13.95	0.07
2018-08-25 17:00:31	2724343433704	60.49	60.48	0.0	0.0%	1	60.49	0.02
2018-08-25 17:00:42	2724441976448	54.0	53.99	0.0	0.0%	1	54.0	0.02
2018-08-25 17:00:45	2724454538275	79.87	79.85	0.01	0.0%	1	79.87	0.03
2018-08-25 17:01:04	2724340165608	60.6	60.59	0.0	0.0%	1	60.6	0.02
2018-08-25 17:01:07	2724443567125	21.96	21.94	0.01	0.0%	1	21.96	0.09
2018-08-25 17:01:27	2724342289975	38.77	38.76	0.0	0.0%	1	38.77	0.03
2018-08-25 17:01:31	2724330742086	38.88	38.85	0.02	0.0%	1	38.88	0.08
2018-08-25 17:03:54	2724444037344	33.13	33.12	0.0	0.0%	1	33.13	0.03
2018-08-25 17:04:22	2724339631992	30.84	30.83	0.0	0.0%	1	30.84	0.03
2018-08-25 17:04:39	2724445444110	206.0	205.99	0.0	0.0%	1	206.0	0.0
2018-08-25 17:04:55	2724451243905	94.25	94.24	0.0	0.0%	1	94.25	0.01
2018-08-25 17:05:16	2724336201488	35.92	35.91	0.0	0.0%	1	35.92	0.03
2018-08-25 17:07:26	2724330385832	39.89	39.88	0.0	0.0%	1	39.89	0.03
2018-08-25 17:08:04	2724466957507	81.96	81.95	0.0	0.0%	1	81.96	0.01
2018-08-25 17:08:41	2724448071658	48.97	48.96	0.0	0.0%	1	48.97	0.02
2018-08-25 17:09:01	2724326554907	153.85	153.84	0.0	0.0%	1	153.85	0.01
2018-08-25 17:09:15	2724468494192	29.81	29.8	0.0	0.0%	1	29.81	0.03
2018-08-25 17:09:39	2724468490910	25.79	25.78	0.0	0.0%	1	25.79	0.04
2018-08-25 17:10:23	2724290853563	134.84	134.83	0.0	0.0%	1	134.84	0.01
2018-08-25 17:10:43	2724465343448	149.13	149.12	0.0	0.0%	1	149.13	0.01
2018-08-25 17:11:05	2724468194238	13.99	13.98	0.0	0.0%	1	13.99	0.07
2018-08-25 17:11:20	2724468859960	39.64	39.63	0.0	0.0%	1	39.64	0.03
2018-08-25 17:11:38	2724468503078	111.51	111.4	0.1	0.0%	1	111.51	0.1
